DDI_ID,Object_DrugBank_ID,Precipitant_DrugBank_ID,Object_DCQC,Precipitant_DCQC,Object_Name,Precipitant_Name,Drugbank_AE
P081670,DB01175,DB01137,47553,47258,Escitalopram,Levofloxacin,The risk or severity of QTc prolongation can be increased when Levofloxacin is combined with Escitalopram.
P081671,DB00927,DB01137,45460,47258,Famotidine,Levofloxacin,The risk or severity of QTc prolongation can be increased when Famotidine is combined with Levofloxacin.
P081672,DB01195,DB01137,45501,47258,Flecainide,Levofloxacin,The risk or severity of QTc prolongation can be increased when Levofloxacin is combined with Flecainide.
P081673,DB00196,DB01137,45568,47258,Fluconazole,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Fluconazole.
P081674,DB00199,DB01137,3458,47258,Erythromycin,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Erythromycin.
P081675,DB00695,DB01137,4173,47258,Furosemide,Levofloxacin,Furosemide may decrease the excretion rate of Levofloxacin which could result in a higher serum level.
P081676,DB00608,DB01137,1833,47258,Chloroquine,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Chloroquine.
P081678,DB00176,DB01137,45633,47258,Fluvoxamine,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Fluvoxamine.
P081681,DB00502,DB01137,4394,47258,Haloperidol,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Haloperidol.
P081682,DB01167,DB01137,47051,47258,Itraconazole,Levofloxacin,The serum concentration of Itraconazole can be increased when it is combined with Levofloxacin.
P081684,DB00557,DB01137,4706,47258,Hydroxyzine,Levofloxacin,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Levofloxacin.
P081686,DB00999,DB01137,4537,47258,Hydrochlorothiazide,Levofloxacin,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Levofloxacin.
P081689,DB00674,DB01137,47415,47258,Galantamine,Levofloxacin,The risk or severity of QTc prolongation can be increased when Galantamine is combined with Levofloxacin.
P081690,DB00472,DB01137,45504,47258,Fluoxetine,Levofloxacin,The risk or severity of QTc prolongation can be increased when Levofloxacin is combined with Fluoxetine.
P081691,DB00736,DB01137,47418,47258,Esomeprazole,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Esomeprazole.
P081693,DB00843,DB01137,47352,47258,Donepezil,Levofloxacin,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Levofloxacin.
P081694,DB01184,DB01137,45540,47258,Domperidone,Levofloxacin,The risk or severity of QTc prolongation can be increased when Levofloxacin is combined with Domperidone.
P081695,DB01611,DB01137,4654,47258,Hydroxychloroquine,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Hydroxychloroquine.
P081698,DB00915,DB01137,18426,47258,Amantadine,Levofloxacin,The serum concentration of Amantadine can be increased when it is combined with Levofloxacin.
P081699,DB00501,DB01137,38366,47258,Cimetidine,Levofloxacin,The serum concentration of Cimetidine can be increased when it is combined with Levofloxacin.
P081700,DB00321,DB01137,429,47258,Amitriptyline,Levofloxacin,Levofloxacin may increase the QTc-prolonging activities of Amitriptyline.
P081701,DB00681,DB01137,520,47258,Amphotericin B,Levofloxacin,Amphotericin B may decrease the excretion rate of Levofloxacin which could result in a higher serum level.
P081705,DB00207,DB01137,46236,47258,Azithromycin,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Azithromycin.
P081706,DB01072,DB01137,47479,47258,Atazanavir,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Atazanavir.
P081708,DB00261,DB01137,47262,47258,Anagrelide,Levofloxacin,The risk or severity of QTc prolongation can be increased when Levofloxacin is combined with Anagrelide.
P081711,DB01118,DB01137,45441,47258,Amiodarone,Levofloxacin,The metabolism of Amiodarone can be decreased when combined with Levofloxacin.
P081832,DB01175,DB00836,47553,37599,Escitalopram,Loperamide,The risk or severity of QTc prolongation can be increased when Loperamide is combined with Escitalopram.
P081833,DB00843,DB00836,47352,37599,Donepezil,Loperamide,The risk or severity of QTc prolongation can be increased when Donepezil is combined with Loperamide.
P081834,DB00472,DB00836,45504,37599,Fluoxetine,Loperamide,The risk or severity of QTc prolongation can be increased when Loperamide is combined with Fluoxetine.
P081835,DB00196,DB00836,45568,37599,Fluconazole,Loperamide,The serum concentration of Loperamide can be increased when it is combined with Fluconazole.
P081837,DB00674,DB00836,47415,37599,Galantamine,Loperamide,The risk or severity of QTc prolongation can be increased when Galantamine is combined with Loperamide.
P081840,DB00176,DB00836,45633,37599,Fluvoxamine,Loperamide,The serum concentration of Loperamide can be increased when it is combined with Fluvoxamine.
P081841,DB01611,DB00836,4654,37599,Hydroxychloroquine,Loperamide,The serum concentration of Loperamide can be increased when it is combined with Hydroxychloroquine.
P081843,DB00999,DB00836,4537,37599,Hydrochlorothiazide,Loperamide,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Loperamide.
P081845,DB01137,DB00836,47258,37599,Levofloxacin,Loperamide,The serum concentration of Levofloxacin can be increased when it is combined with Loperamide.
P081846,DB00808,DB00836,43397,37599,Indapamide,Loperamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Loperamide.
P081851,DB00736,DB00836,47418,37599,Esomeprazole,Loperamide,The serum concentration of Loperamide can be increased when it is combined with Esomeprazole.
P081852,DB00836,DB01403,37599,6045,Loperamide,Methotrimeprazine,The metabolism of Loperamide can be decreased when combined with Methotrimeprazine.
P081853,DB00915,DB00836,18426,37599,Amantadine,Loperamide,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Loperamide.
P081854,DB01026,DB00836,44801,37599,Ketoconazole,Loperamide,The serum concentration of Ketoconazole can be increased when it is combined with Loperamide.
P081855,DB01118,DB00836,45441,37599,Amiodarone,Loperamide,The metabolism of Amiodarone can be decreased when combined with Loperamide.
P081860,DB01072,DB00836,47479,37599,Atazanavir,Loperamide,The serum concentration of Atazanavir can be increased when it is combined with Loperamide.
P081861,DB00681,DB00836,520,37599,Amphotericin B,Loperamide,Loperamide may decrease the nephrotoxic activities of Amphotericin B.
P081862,DB00502,DB00836,4394,37599,Haloperidol,Loperamide,The serum concentration of Loperamide can be increased when it is combined with Haloperidol.
P081867,DB00608,DB00836,1833,37599,Chloroquine,Loperamide,The serum concentration of Loperamide can be increased when it is combined with Chloroquine.
P081868,DB01195,DB00836,45501,37599,Flecainide,Loperamide,The metabolism of Flecainide can be decreased when combined with Loperamide.
P081869,DB00537,DB00836,45503,37599,Ciprofloxacin,Loperamide,The serum concentration of Ciprofloxacin can be increased when it is combined with Loperamide.
P081870,DB00501,DB00836,38366,37599,Cimetidine,Loperamide,The serum concentration of Loperamide can be increased when it is combined with Cimetidine.
P081871,DB01211,DB00836,47018,37599,Clarithromycin,Loperamide,The serum concentration of Clarithromycin can be increased when it is combined with Loperamide.
P081872,DB00199,DB00836,3458,37599,Erythromycin,Loperamide,The serum concentration of Loperamide can be increased when it is combined with Erythromycin.
P081873,DB00207,DB00836,46236,37599,Azithromycin,Loperamide,The serum concentration of Loperamide can be increased when it is combined with Azithromycin.
P081874,DB04855,DB00836,47804,37599,Dronedarone,Loperamide,The metabolism of Dronedarone can be decreased when combined with Loperamide.
P081875,DB01142,DB00836,3198,37599,Doxepin,Loperamide,The metabolism of Doxepin can be decreased when combined with Loperamide.
P081876,DB01184,DB00836,45540,37599,Domperidone,Loperamide,The risk or severity of QTc prolongation can be increased when Loperamide is combined with Domperidone.
P081878,DB00280,DB00836,37911,37599,Disopyramide,Loperamide,The risk or severity of QTc prolongation can be increased when Loperamide is combined with Disopyramide.
P081879,DB01075,DB00836,3107,37599,Diphenhydramine,Loperamide,The metabolism of Loperamide can be decreased when combined with Diphenhydramine.
P081881,DB00215,DB00836,47317,37599,Citalopram,Loperamide,The risk or severity of QTc prolongation can be increased when Loperamide is combined with Citalopram.
P081882,DB00477,DB00836,1924,37599,Chlorpromazine,Loperamide,The serum concentration of Loperamide can be increased when it is combined with Chlorpromazine.
P081885,DB00261,DB00836,47262,37599,Anagrelide,Loperamide,The risk or severity of QTc prolongation can be increased when Loperamide is combined with Anagrelide.
P081886,DB00321,DB00836,429,37599,Amitriptyline,Loperamide,The serum concentration of Amitriptyline can be increased when it is combined with Loperamide.
P081888,DB00448,DB00836,47140,37599,Lansoprazole,Loperamide,The serum concentration of Loperamide can be increased when it is combined with Lansoprazole.
P081889,DB01167,DB00836,47051,37599,Itraconazole,Loperamide,The metabolism of Loperamide can be decreased when combined with Itraconazole.
P081890,DB00557,DB00836,4706,37599,Hydroxyzine,Loperamide,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Loperamide.
P081891,DB00927,DB00836,45460,37599,Famotidine,Loperamide,The risk or severity of QTc prolongation can be increased when Famotidine is combined with Loperamide.
P081894,DB00477,DB00333,1924,45373,Chlorpromazine,Methadone,The risk or severity of adverse effects can be increased when Methadone is combined with Chlorpromazine.
P081897,DB00537,DB00333,45503,45373,Ciprofloxacin,Methadone,The serum concentration of Ciprofloxacin can be increased when it is combined with Methadone.
P081898,DB00215,DB00333,47317,45373,Citalopram,Methadone,The risk or severity of adverse effects can be increased when Methadone is combined with Citalopram.
P081899,DB01211,DB00333,47018,45373,Clarithromycin,Methadone,The serum concentration of Clarithromycin can be increased when it is combined with Methadone.
P081900,DB00280,DB00333,37911,45373,Disopyramide,Methadone,The risk or severity of QTc prolongation can be increased when Methadone is combined with Disopyramide.
P081901,DB01075,DB00333,3107,45373,Diphenhydramine,Methadone,The risk or severity of adverse effects can be increased when Methadone is combined with Diphenhydramine.
P081903,DB01142,DB00333,3198,45373,Doxepin,Methadone,The risk or severity of adverse effects can be increased when Methadone is combined with Doxepin.
P081904,DB04855,DB00333,47804,45373,Dronedarone,Methadone,The metabolism of Dronedarone can be increased when combined with Methadone.
P081905,DB00199,DB00333,3458,45373,Erythromycin,Methadone,The serum concentration of Erythromycin can be increased when it is combined with Methadone.
P081907,DB00927,DB00333,45460,45373,Famotidine,Methadone,The risk or severity of QTc prolongation can be increased when Famotidine is combined with Methadone.
P081908,DB01175,DB00333,47553,45373,Escitalopram,Methadone,The risk or severity of adverse effects can be increased when Methadone is combined with Escitalopram.
P081909,DB01195,DB00333,45501,45373,Flecainide,Methadone,The metabolism of Flecainide can be decreased when combined with Methadone.
P081910,DB00196,DB00333,45568,45373,Fluconazole,Methadone,The metabolism of Methadone can be decreased when combined with Fluconazole.
P081911,DB00836,DB00333,37599,45373,Loperamide,Methadone,The serum concentration of Loperamide can be increased when it is combined with Methadone.
P081913,DB01137,DB00333,47258,45373,Levofloxacin,Methadone,The serum concentration of Levofloxacin can be increased when it is combined with Methadone.
P081915,DB00176,DB00333,45633,45373,Fluvoxamine,Methadone,The metabolism of Methadone can be decreased when combined with Fluvoxamine.
P081916,DB00502,DB00333,4394,45373,Haloperidol,Methadone,The risk or severity of adverse effects can be increased when Methadone is combined with Haloperidol.
P081917,DB01167,DB00333,47051,45373,Itraconazole,Methadone,The serum concentration of Methadone can be increased when it is combined with Itraconazole.
P081920,DB00557,DB00333,4706,45373,Hydroxyzine,Methadone,The risk or severity of adverse effects can be increased when Methadone is combined with Hydroxyzine.
P081921,DB01611,DB00333,4654,45373,Hydroxychloroquine,Methadone,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Methadone.
P081922,DB00999,DB00333,4537,45373,Hydrochlorothiazide,Methadone,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Methadone.
P081923,DB00674,DB00333,47415,45373,Galantamine,Methadone,The therapeutic efficacy of Methadone can be decreased when used in combination with Galantamine.
